Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepLevel_1,SleepLevel_2,SleepLevel_3
2347167796,2016-04-22,1,405,461,0.8800959232613909,0.1127098321342925,0.0071942446043165
2347167796,2016-04-23,1,374,386,0.9644549763033176,0.0355450236966824,0.0
2347167796,2016-04-24,1,442,459,0.9717741935483872,0.0282258064516129,0.0
2347167796,2016-04-25,1,433,471,0.8946280991735537,0.0991735537190082,0.006198347107438
2347167796,2016-04-26,1,436,490,0.8979166666666667,0.0958333333333333,0.00625
2347167796,2016-04-27,1,448,499,0.8870636550308009,0.1006160164271047,0.0123203285420944
2347167796,2016-04-28,1,408,450,0.9261744966442952,0.0715883668903803,0.0022371364653243
2347167796,2016-04-29,1,411,473,0.8567961165048543,0.1383495145631068,0.0048543689320388
3977333714,2016-04-12,1,274,469,0.5842217484008528,0.3880597014925373,0.0277185501066098
3977333714,2016-04-13,2,295,456,0.6469298245614035,0.3399122807017544,0.0131578947368421
3977333714,2016-04-14,1,291,397,0.7329974811083123,0.2544080604534005,0.0125944584382871
3977333714,2016-04-15,1,424,556,0.762589928057554,0.2338129496402877,0.0035971223021582
3977333714,2016-04-16,1,283,510,0.5549019607843138,0.4450980392156862,0.0
3977333714,2016-04-17,1,381,566,0.6731448763250883,0.3197879858657244,0.0070671378091872
3977333714,2016-04-18,2,412,522,0.789272030651341,0.2049808429118774,0.0057471264367816
3977333714,2016-04-19,1,219,395,0.5544303797468354,0.4354430379746835,0.010126582278481
3977333714,2016-04-20,2,152,305,0.459214501510574,0.5196374622356495,0.0211480362537764
3977333714,2016-04-21,1,332,512,0.6831275720164609,0.3086419753086419,0.0082304526748971
3977333714,2016-04-22,1,355,476,0.7457983193277311,0.2521008403361344,0.0021008403361344
3977333714,2016-04-23,1,235,372,0.6317204301075269,0.3655913978494624,0.0026881720430107
3977333714,2016-04-24,1,310,526,0.5893536121673004,0.4068441064638783,0.0038022813688212
3977333714,2016-04-25,1,262,467,0.5610278372591007,0.430406852248394,0.0085653104925053
3977333714,2016-04-26,1,250,371,0.6738544474393531,0.320754716981132,0.0053908355795148
3977333714,2016-04-27,1,349,540,0.6462962962962963,0.3444444444444444,0.0092592592592592
3977333714,2016-04-28,1,261,423,0.6170212765957447,0.3664302600472813,0.0165484633569739
3977333714,2016-04-29,1,333,478,0.696652719665272,0.303347280334728,0.0
3977333714,2016-04-30,1,237,382,0.6120689655172413,0.3793103448275862,0.0086206896551724
3977333714,2016-05-01,1,383,626,0.6176470588235294,0.3713235294117647,0.0110294117647058
3977333714,2016-05-02,1,230,384,0.5989583333333334,0.3802083333333333,0.0208333333333333
3977333714,2016-05-03,1,292,500,0.584,0.4,0.016
3977333714,2016-05-04,1,213,336,0.6339285714285714,0.3571428571428571,0.0089285714285714
3977333714,2016-05-05,1,318,480,0.6625,0.3333333333333333,0.0041666666666666
3977333714,2016-05-06,1,323,512,0.630859375,0.357421875,0.01171875
3977333714,2016-05-07,1,237,443,0.5349887133182845,0.4627539503386004,0.0022573363431151
3977333714,2016-05-08,2,259,456,0.5679824561403509,0.4320175438596491,0.0
3977333714,2016-05-10,1,312,452,0.6902654867256637,0.2986725663716814,0.0110619469026548
4020332650,2016-04-12,1,501,541,0.9417989417989416,0.0555555555555555,0.0026455026455026
4020332650,2016-04-16,1,77,77,1.0,0.0,0.0
4020332650,2016-05-03,1,322,332,0.9841772151898734,0.0126582278481012,0.0031645569620253
4020332650,2016-05-04,1,478,536,0.8869047619047619,0.0535714285714285,0.0595238095238095
4020332650,2016-05-05,1,226,248,0.9112903225806452,0.0725806451612903,0.0161290322580645
4020332650,2016-05-06,1,385,408,0.943627450980392,0.0416666666666666,0.0147058823529411
4020332650,2016-05-08,1,364,402,0.9054726368159204,0.0497512437810945,0.044776119402985
4020332650,2016-05-10,1,442,494,0.8978260869565218,0.0717391304347826,0.0304347826086956
4319703577,2016-04-14,1,535,557,0.9681274900398408,0.0298804780876494,0.0019920318725099
4319703577,2016-04-15,1,465,491,0.9477124183006536,0.0501089324618736,0.0021786492374727
4319703577,2016-04-16,1,506,522,0.9693486590038314,0.028735632183908,0.0019157088122605
4319703577,2016-04-18,1,515,551,0.936131386861314,0.0510948905109489,0.0127737226277372
4319703577,2016-04-19,2,461,498,0.939047619047619,0.0380952380952381,0.0228571428571428
4319703577,2016-04-20,1,523,543,0.9820224719101124,0.0179775280898876,0.0
4319703577,2016-04-21,1,59,65,0.9148936170212766,0.0638297872340425,0.0212765957446808
4319703577,2016-04-22,1,533,550,0.9644859813084112,0.0336448598130841,0.0018691588785046
4319703577,2016-04-23,1,692,722,0.9667170953101362,0.0287443267776096,0.0045385779122541
4319703577,2016-04-24,1,467,501,0.9364791288566244,0.0544464609800363,0.0090744101633393
4319703577,2016-04-25,1,488,506,0.9598393574297188,0.036144578313253,0.0040160642570281
4319703577,2016-04-26,1,505,516,0.9831223628691984,0.0168776371308016,0.0
4319703577,2016-04-27,1,286,307,0.9385749385749386,0.0589680589680589,0.0024570024570024
4319703577,2016-04-28,1,497,522,0.9507874015748032,0.0354330708661417,0.0137795275590551
4319703577,2016-04-29,1,523,546,0.950199203187251,0.0358565737051792,0.0139442231075697
4319703577,2016-04-30,1,490,516,0.9445544554455444,0.0475247524752475,0.0079207920792079
4319703577,2016-05-01,1,484,500,0.9795158286778398,0.0186219739292365,0.0018621973929236
4319703577,2016-05-02,1,478,506,0.934,0.062,0.004
4319703577,2016-05-03,1,474,512,0.9333333333333332,0.0644444444444444,0.0022222222222222
4319703577,2016-05-06,1,450,491,0.9232613908872902,0.0647482014388489,0.0119904076738609
4319703577,2016-05-07,1,507,530,0.9466911764705882,0.0496323529411764,0.0036764705882352
4319703577,2016-05-08,1,602,638,0.9546120058565154,0.0439238653001464,0.0014641288433382
4319703577,2016-05-09,1,535,565,0.9409660107334524,0.0518783542039356,0.0071556350626118
4319703577,2016-05-10,1,487,517,0.9482439926062848,0.0517560073937153,0.0
4319703577,2016-05-11,1,529,558,0.9550561797752808,0.0449438202247191,0.0
4319703577,2016-05-12,1,302,321,0.9274193548387096,0.0685483870967741,0.0040322580645161
4388161847,2016-04-15,1,499,526,0.9802631578947368,0.0131578947368421,0.006578947368421
4388161847,2016-04-16,2,426,448,0.9591474245115452,0.0355239786856127,0.0053285968028419
4388161847,2016-04-17,2,619,641,0.9632495164410058,0.034816247582205,0.0019342359767891
4388161847,2016-04-18,1,99,104,0.9261744966442952,0.046979865771812,0.0268456375838926
4388161847,2016-04-19,1,329,338,0.9600886917960088,0.0310421286031042,0.0088691796008869
4388161847,2016-04-20,1,421,451,0.945054945054945,0.0549450549450549,0.0
4388161847,2016-04-21,1,442,458,0.9797297297297296,0.0202702702702702,0.0
4388161847,2016-04-22,1,82,85,0.9479768786127168,0.0346820809248554,0.0173410404624277
4388161847,2016-04-23,1,478,501,0.9588377723970944,0.0387409200968523,0.0024213075060532
4388161847,2016-04-24,3,552,595,0.9277310924369748,0.0605042016806722,0.0117647058823529
4388161847,2016-04-26,1,319,346,0.91699604743083,0.0830039525691699,0.0
4388161847,2016-04-27,1,439,500,0.9296703296703296,0.0571428571428571,0.0131868131868131
4388161847,2016-04-28,1,428,458,0.96,0.04,0.0
4388161847,2016-04-30,2,409,430,0.9285714285714286,0.0714285714285714,0.0
4388161847,2016-05-01,1,547,597,0.9376053962900506,0.0404721753794266,0.0219224283305227
4388161847,2016-05-02,2,368,376,0.9924242424242424,0.0075757575757575,0.0
4388161847,2016-05-04,1,390,414,0.9321357285429142,0.0538922155688622,0.0139720558882235
4388161847,2016-05-05,1,471,495,0.9625850340136054,0.0306122448979591,0.0068027210884353
4388161847,2016-05-05,1,471,495,0.9625850340136054,0.0306122448979591,0.0068027210884353
4388161847,2016-05-07,1,472,496,0.9516129032258064,0.0483870967741935,0.0
4388161847,2016-05-08,2,529,541,0.977818853974122,0.0184842883548983,0.0036968576709796
4388161847,2016-05-09,1,62,65,0.927007299270073,0.0583941605839416,0.0145985401459854
4388161847,2016-05-10,1,354,375,0.9578313253012049,0.036144578313253,0.0060240963855421
4388161847,2016-05-11,1,469,494,0.9765886287625418,0.0234113712374581,0.0
4445114986,2016-04-12,2,429,457,0.9387308533916848,0.0481400437636761,0.0131291028446389
4445114986,2016-04-13,2,370,406,0.9113300492610836,0.0714285714285714,0.0172413793103448
4445114986,2016-04-14,1,441,492,0.8963414634146342,0.0975609756097561,0.0060975609756097
4445114986,2016-04-15,2,337,379,0.8891820580474934,0.0817941952506596,0.0290237467018469
4445114986,2016-04-16,1,462,499,0.9258517034068136,0.0581162324649298,0.0160320641282565
4445114986,2016-04-17,1,98,107,0.9158878504672896,0.0560747663551401,0.02803738317757
4445114986,2016-04-19,2,388,424,0.9150943396226416,0.0683962264150943,0.0165094339622641
4445114986,2016-04-20,1,439,462,0.9502164502164502,0.0432900432900432,0.0064935064935064
4445114986,2016-04-21,1,436,469,0.929637526652452,0.0597014925373134,0.0106609808102345
4445114986,2016-04-22,1,388,417,0.9304556354916068,0.0503597122302158,0.0191846522781774
4445114986,2016-04-25,1,328,345,0.9536231884057972,0.0260869565217391,0.0202898550724637
4445114986,2016-04-26,2,353,391,0.9028132992327366,0.0818414322250639,0.0153452685421994
4445114986,2016-04-27,1,332,374,0.8877005347593583,0.0989304812834224,0.0133689839572192
4445114986,2016-04-28,1,419,442,0.9479638009049772,0.0384615384615384,0.0135746606334841
4445114986,2016-04-29,1,106,108,0.9814814814814816,0.0185185185185185,0.0
4445114986,2016-04-30,1,322,353,0.9121813031161472,0.0708215297450425,0.0169971671388102
4445114986,2016-05-01,2,439,459,0.9564270152505446,0.0326797385620915,0.0108932461873638
4445114986,2016-05-02,1,502,542,0.9280442804428044,0.062730627306273,0.0092250922509225
4445114986,2016-05-03,2,417,450,0.9266666666666666,0.0688888888888888,0.0044444444444444
4445114986,2016-05-04,2,337,363,0.928374655647383,0.0495867768595041,0.0220385674931129
4445114986,2016-05-05,2,462,513,0.9005847953216374,0.0818713450292397,0.0175438596491228
4445114986,2016-05-06,2,374,402,0.9303482587064676,0.0572139303482587,0.0124378109452736
4445114986,2016-05-07,2,401,436,0.9197247706422018,0.055045871559633,0.0252293577981651
4445114986,2016-05-08,1,361,391,0.9232736572890026,0.0664961636828644,0.0102301790281329
4445114986,2016-05-09,1,457,533,0.8574108818011257,0.1125703564727955,0.0300187617260788
4445114986,2016-05-10,1,405,426,0.9507042253521126,0.0328638497652582,0.0164319248826291
4445114986,2016-05-11,1,499,530,0.9452830188679244,0.0471698113207547,0.0075471698113207
4445114986,2016-05-12,1,483,501,0.9640718562874252,0.0259481037924151,0.0099800399201596
4558609924,2016-04-21,1,126,137,0.9197080291970804,0.0437956204379562,0.0364963503649635
4558609924,2016-04-26,1,103,121,0.8333333333333334,0.119047619047619,0.0476190476190476
4558609924,2016-04-29,1,171,179,0.9902912621359224,0.0097087378640776,0.0
4558609924,2016-05-01,1,115,129,0.8914728682170543,0.0775193798449612,0.0310077519379844
4558609924,2016-05-08,1,123,134,0.9390243902439024,0.0609756097560975,0.0
4702921684,2016-04-12,1,425,439,0.965065502183406,0.0349344978165938,0.0
4702921684,2016-04-13,2,400,430,0.928395061728395,0.0641975308641975,0.0074074074074074
4702921684,2016-04-14,1,384,415,0.9217171717171716,0.0782828282828282,0.0
4702921684,2016-04-15,1,253,257,0.9956709956709956,0.0043290043290043,0.0
4702921684,2016-04-16,2,382,406,0.9540229885057472,0.0421455938697318,0.003831417624521
4702921684,2016-04-17,1,591,612,0.9502407704654896,0.0449438202247191,0.0048154093097913
4702921684,2016-04-18,1,293,312,0.9381107491856676,0.0618892508143322,0.0
4702921684,2016-04-19,1,457,487,0.9588477366255144,0.0411522633744856,0.0
4702921684,2016-04-20,1,454,468,0.965197215777262,0.0348027842227378,0.0
4702921684,2016-04-21,1,425,434,0.9771428571428572,0.0228571428571428,0.0
4702921684,2016-04-23,1,465,475,0.9794661190965092,0.0205338809034907,0.0
4702921684,2016-04-24,1,480,506,0.9467455621301776,0.0532544378698224,0.0
4702921684,2016-04-25,1,370,380,0.9713603818615753,0.026252983293556,0.0023866348448687
4702921684,2016-04-26,1,421,429,0.9688888888888888,0.0288888888888888,0.0022222222222222
4702921684,2016-04-27,1,432,449,0.986725663716814,0.0132743362831858,0.0
4702921684,2016-04-28,1,442,461,0.953020134228188,0.0447427293064877,0.0022371364653243
4702921684,2016-04-29,1,433,447,0.9733333333333334,0.0266666666666666,0.0
4702921684,2016-04-30,1,479,501,0.9462102689486552,0.0537897310513447,0.0
4702921684,2016-05-03,1,327,373,0.8819095477386935,0.100502512562814,0.0175879396984924
4702921684,2016-05-04,1,412,434,0.9466019417475728,0.0461165048543689,0.0072815533980582
4702921684,2016-05-05,1,414,428,0.9659863945578232,0.0272108843537414,0.0068027210884353
4702921684,2016-05-06,1,404,449,0.9289772727272728,0.0610795454545454,0.0099431818181818
4702921684,2016-05-07,1,520,543,0.9517426273458444,0.0482573726541554,0.0
4702921684,2016-05-07,1,520,543,0.9517426273458444,0.0482573726541554,0.0
4702921684,2016-05-09,1,435,458,0.9557109557109555,0.0442890442890442,0.0
4702921684,2016-05-10,1,416,431,0.9612756264236902,0.0296127562642369,0.0091116173120728
4702921684,2016-05-11,1,354,366,0.972972972972973,0.0216216216216216,0.0054054054054054
4702921684,2016-05-12,1,404,442,0.9065934065934066,0.0934065934065934,0.0
5553957443,2016-04-12,1,441,464,0.9505494505494504,0.0439560439560439,0.0054945054945054
5553957443,2016-04-13,2,455,488,0.9329805996472664,0.0582010582010582,0.0088183421516754
5553957443,2016-04-14,1,357,418,0.8376288659793815,0.1469072164948453,0.0154639175257731
5553957443,2016-04-15,1,377,409,0.9349397590361446,0.0650602409638554,0.0
5553957443,2016-04-16,2,651,686,0.94770206022187,0.0507131537242472,0.0015847860538827
5553957443,2016-04-17,1,350,402,0.8824833702882483,0.1152993348115299,0.0022172949002217
5553957443,2016-04-18,2,520,541,0.9558823529411764,0.0408496732026143,0.0032679738562091
5553957443,2016-04-19,1,357,410,0.863905325443787,0.1124260355029585,0.0236686390532544
5553957443,2016-04-20,1,658,678,0.95821325648415,0.0360230547550432,0.0057636887608069
5553957443,2016-04-21,1,399,431,0.9381720430107529,0.0483870967741935,0.0134408602150537
5553957443,2016-04-22,1,322,353,0.9109195402298852,0.0862068965517241,0.0028735632183908
5553957443,2016-04-23,2,631,725,0.8703448275862069,0.1103448275862069,0.0193103448275862
5553957443,2016-04-24,2,553,640,0.876657824933687,0.1127320954907161,0.0106100795755968
5553957443,2016-04-25,1,433,468,0.9325842696629212,0.0606741573033707,0.0067415730337078
5553957443,2016-04-26,1,412,453,0.8959390862944162,0.1040609137055837,0.0
5553957443,2016-04-27,1,347,391,0.8991228070175439,0.0964912280701754,0.0043859649122807
5553957443,2016-04-28,1,421,457,0.9195876288659792,0.0804123711340206,0.0
5553957443,2016-04-29,1,450,495,0.8922305764411027,0.0827067669172932,0.025062656641604
5553957443,2016-04-30,2,775,843,0.9152941176470588,0.0729411764705882,0.0117647058823529
5553957443,2016-05-01,2,622,686,0.8917861799217731,0.074315514993481,0.0338983050847457
5553957443,2016-05-02,1,409,471,0.912472647702407,0.0853391684901531,0.0021881838074398
5553957443,2016-05-03,1,380,429,0.8650306748466258,0.1288343558282208,0.0061349693251533
5553957443,2016-05-04,1,447,470,0.9486725663716814,0.0442477876106194,0.0070796460176991
5553957443,2016-05-05,1,419,464,0.9032258064516128,0.0852534562211981,0.0115207373271889
5553957443,2016-05-06,1,400,434,0.9166666666666666,0.0666666666666666,0.0166666666666666
5553957443,2016-05-07,1,442,470,0.9411764705882352,0.0565610859728506,0.002262443438914
5553957443,2016-05-08,1,568,608,0.9425770308123248,0.0504201680672268,0.0070028011204481
5553957443,2016-05-09,1,453,494,0.9002267573696145,0.0770975056689342,0.0226757369614512
5553957443,2016-05-10,1,418,443,0.9482288828337876,0.0299727520435967,0.0217983651226158
5553957443,2016-05-11,1,463,486,0.9481361426256076,0.0502431118314424,0.0016207455429497
5553957443,2016-05-12,1,438,475,0.9186046511627908,0.0726744186046511,0.0087209302325581
5577150313,2016-04-12,1,419,438,0.9638297872340426,0.0319148936170212,0.0042553191489361
5577150313,2016-04-13,1,432,458,0.945344129554656,0.0445344129554655,0.0101214574898785
5577150313,2016-04-14,1,477,497,0.9581497797356828,0.0352422907488986,0.0066079295154185
5577150313,2016-04-15,1,392,413,0.9441489361702128,0.0478723404255319,0.0079787234042553
5577150313,2016-04-16,1,406,445,0.9140350877192982,0.0508771929824561,0.0350877192982456
5577150313,2016-04-17,1,549,583,0.9267822736030829,0.0597302504816955,0.0134874759152215
5577150313,2016-04-18,1,527,553,0.977818853974122,0.022181146025878,0.0
5577150313,2016-04-19,1,449,465,0.9440860215053763,0.0516129032258064,0.0043010752688172
5577150313,2016-04-20,1,447,480,0.933481152993348,0.0598669623059867,0.0066518847006651
5577150313,2016-04-21,1,414,437,0.9390243902439024,0.0536585365853658,0.0073170731707317
5577150313,2016-04-22,1,338,366,0.9476923076923076,0.0246153846153846,0.0276923076923076
5577150313,2016-04-23,1,384,402,0.9243542435424354,0.0719557195571955,0.003690036900369
5577150313,2016-04-24,1,543,615,0.8862876254180602,0.0852842809364548,0.0284280936454849
5577150313,2016-04-25,1,421,461,0.9427083333333334,0.0520833333333333,0.0052083333333333
5577150313,2016-04-26,1,354,377,0.9302325581395348,0.0627906976744186,0.0069767441860465
5577150313,2016-04-27,1,424,452,0.942211055276382,0.057788944723618,0.0
5577150313,2016-04-28,1,361,372,0.973741794310722,0.0262582056892779,0.0
5577150313,2016-04-29,1,459,485,0.9454094292803972,0.0471464019851116,0.0074441687344913
5577150313,2016-04-30,1,412,433,0.9405940594059404,0.0519801980198019,0.0074257425742574
5577150313,2016-05-01,1,379,398,0.959758551307847,0.0402414486921529,0.0
5577150313,2016-05-02,2,525,553,0.9423076923076924,0.0360576923076923,0.0216346153846153
5577150313,2016-05-03,1,508,543,0.9355432780847146,0.0626151012891344,0.001841620626151
5577150313,2016-05-04,1,603,634,0.9511041009463722,0.0425867507886435,0.0063091482649842
5577150313,2016-05-05,1,74,78,0.9487179487179488,0.0128205128205128,0.0384615384615384
5577150313,2016-05-10,1,504,562,0.9313304721030042,0.0579399141630901,0.0107296137339055
5577150313,2016-05-11,1,431,476,0.907514450867052,0.0867052023121387,0.0057803468208092
6117666160,2016-04-16,1,380,398,0.9547738693467336,0.0427135678391959,0.0025125628140703
6117666160,2016-04-17,2,336,350,0.960093896713615,0.0399061032863849,0.0
6117666160,2016-04-18,2,493,510,0.968181818181818,0.0227272727272727,0.009090909090909
6117666160,2016-04-19,1,465,492,0.9438202247191012,0.0524344569288389,0.0037453183520599
6117666160,2016-04-20,1,474,502,0.9443254817987152,0.0556745182012847,0.0
6117666160,2016-04-21,1,508,550,0.9236499068901304,0.0670391061452514,0.0093109869646182
6117666160,2016-04-22,1,480,546,0.9088,0.0576,0.0336
6117666160,2016-04-23,1,492,539,0.917391304347826,0.0521739130434782,0.0304347826086956
6117666160,2016-04-24,1,353,367,0.9618528610354224,0.0354223433242506,0.0027247956403269
6117666160,2016-04-27,1,542,557,0.9663716814159292,0.0336283185840707,0.0
6117666160,2016-04-28,1,393,416,0.9260628465804066,0.0609981515711645,0.0129390018484288
6117666160,2016-04-29,1,600,636,0.9739478957915833,0.0240480961923847,0.002004008016032
6117666160,2016-05-01,1,507,575,0.8745173745173745,0.081081081081081,0.0444015444015444
6117666160,2016-05-05,1,392,415,0.9430379746835444,0.0464135021097046,0.010548523206751
6117666160,2016-05-06,2,658,698,0.943217665615142,0.0504731861198738,0.0063091482649842
6117666160,2016-05-07,2,498,507,0.9737762237762236,0.0192307692307692,0.0069930069930069
6117666160,2016-05-08,1,555,603,0.9173553719008264,0.0611570247933884,0.0214876033057851
6117666160,2016-05-09,1,492,522,0.9516483516483516,0.0395604395604395,0.0087912087912087
6775888955,2016-04-13,1,235,260,0.8801498127340824,0.0711610486891385,0.048689138576779
6775888955,2016-04-14,1,423,441,0.9746543778801844,0.0253456221198156,0.0
6775888955,2016-04-15,1,391,406,0.9630541871921182,0.0270935960591133,0.0098522167487684
6962181067,2016-04-12,1,366,387,0.9462915601023018,0.0460358056265984,0.0076726342710997
6962181067,2016-04-13,3,630,679,0.9192200557103064,0.0654596100278551,0.0153203342618384
6962181067,2016-04-14,2,508,535,0.9634146341463414,0.032520325203252,0.0040650406504065
6962181067,2016-04-15,1,370,386,0.9585492227979274,0.0362694300518134,0.005181347150259
6962181067,2016-04-16,1,357,366,0.9754098360655736,0.0136612021857923,0.0109289617486338
6962181067,2016-04-17,1,427,446,0.9614604462474644,0.0324543610547667,0.0060851926977687
6962181067,2016-04-18,1,442,458,0.945414847161572,0.0458515283842794,0.0087336244541484
6962181067,2016-04-19,1,476,535,0.8960784313725491,0.096078431372549,0.0078431372549019
6962181067,2016-04-20,1,418,424,0.986725663716814,0.0132743362831858,0.0
6962181067,2016-04-21,1,451,457,0.9885844748858448,0.0114155251141552,0.0
6962181067,2016-04-22,1,425,435,0.9539748953974896,0.0397489539748954,0.006276150627615
6962181067,2016-04-23,1,528,546,0.9915254237288136,0.0084745762711864,0.0
6962181067,2016-04-24,1,511,514,0.9884836852207294,0.0095969289827255,0.0019193857965451
